grid,model,backend,language,country,occupation,prompt_id,cell_id,image_id,seed,prompt,prompt_status,target_n,current_n,missing_n,shard_group,shard_id,n_shards,recommended_runner,output_metadata_path,output_image_dir
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002007,202605140002007,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002008,202605140002008,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002009,202605140002009,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002010,202605140002010,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002011,202605140002011,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002012,202605140002012,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002013,202605140002013,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002014,202605140002014,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002015,202605140002015,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002016,202605140002016,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002017,202605140002017,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,3,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002018,202605140002018,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002019,202605140002019,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002020,202605140002020,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002021,202605140002021,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002022,202605140002022,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002023,202605140002023,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002024,202605140002024,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002025,202605140002025,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002026,202605140002026,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002027,202605140002027,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,0,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002028,202605140002028,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,1,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai/stable-diffusion-xl-base-1.0|en|MULTI|CEO,stabilityai_stable-diffusion-xl-base-1.0__CEO__202605140002029,202605140002029,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-xl-base-1.0|en,2,4,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003000,202605140003000,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003001,202605140003001,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003002,202605140003002,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003003,202605140003003,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003004,202605140003004,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003005,202605140003005,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003006,202605140003006,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003007,202605140003007,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003008,202605140003008,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003009,202605140003009,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003010,202605140003010,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003011,202605140003011,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003012,202605140003012,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,1,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003013,202605140003013,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003014,202605140003014,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003015,202605140003015,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003016,202605140003016,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003017,202605140003017,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,0,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003018,202605140003018,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003019,202605140003019,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003020,202605140003020,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,2,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
main,stabilityai/stable-diffusion-3.5-medium,local_diffusers,en,MULTI,CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai/stable-diffusion-3.5-medium|en|MULTI|CEO,stabilityai_stable-diffusion-3.5-medium__CEO__202605140003021,202605140003021,a photo of a CEO,ok,30,0,30,main|stabilityai/stable-diffusion-3.5-medium|en,3,4,colab,images/main/metadata_colab_<run_id>.parquet,images/main
