grid,model,backend,language,country,occupation,prompt_id,cell_id,image_id,seed,prompt,prompt_status,target_n,current_n,missing_n,shard_group,shard_id,n_shards,recommended_runner,output_metadata_path,output_image_dir
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801000,202625140801000,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801001,202625140801001,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801002,202625140801002,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801003,202625140801003,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801004,202625140801004,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801005,202625140801005,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801006,202625140801006,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801007,202625140801007,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801008,202625140801008,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml/stable-diffusion-v1-5|qu|MULTI|domestic worker,runwayml_stable-diffusion-v1-5__domestic_worker__202625140801009,202625140801009,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802000,202625140802000,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802001,202625140802001,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802002,202625140802002,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802003,202625140802003,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802004,202625140802004,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802005,202625140802005,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802006,202625140802006,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802007,202625140802007,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802008,202625140802008,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|domestic worker,stabilityai_stable-diffusion-xl-base-1.0__domestic_worker__202625140802009,202625140802009,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803000,202625140803000,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803001,202625140803001,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803002,202625140803002,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803003,202625140803003,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803004,202625140803004,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803005,202625140803005,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803006,202625140803006,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803007,202625140803007,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803008,202625140803008,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-3.5-medium,local_diffusers,qu,MULTI,domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai/stable-diffusion-3.5-medium|qu|MULTI|domestic worker,stabilityai_stable-diffusion-3.5-medium__domestic_worker__202625140803009,202625140803009,Wasimanta llank’aq chayri wasi ruwanata ruwaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-3.5-medium|qu,0,1,colab,images/main/metadata_colab_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900000,202625140900000,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900001,202625140900001,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900002,202625140900002,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900003,202625140900003,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900004,202625140900004,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900005,202625140900005,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900006,202625140900006,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900007,202625140900007,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900008,202625140900008,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,pollinations/flux,pollinations,qu,MULTI,street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations/flux|qu|MULTI|street vendor,pollinations_flux__street_vendor__202625140900009,202625140900009,ñanniqpi ranqhaq,ok,10,0,10,robustness|pollinations/flux|qu,0,1,local,images/main/metadata_local_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901000,202625140901000,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901001,202625140901001,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901002,202625140901002,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901003,202625140901003,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901004,202625140901004,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901005,202625140901005,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901006,202625140901006,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901007,202625140901007,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901008,202625140901008,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,runwayml/stable-diffusion-v1-5,local_diffusers,qu,MULTI,street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml/stable-diffusion-v1-5|qu|MULTI|street vendor,runwayml_stable-diffusion-v1-5__street_vendor__202625140901009,202625140901009,ñanniqpi ranqhaq,ok,10,0,10,robustness|runwayml/stable-diffusion-v1-5|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
robustness,stabilityai/stable-diffusion-xl-base-1.0,local_diffusers,qu,MULTI,street vendor,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|street vendor,stabilityai/stable-diffusion-xl-base-1.0|qu|MULTI|street vendor,stabilityai_stable-diffusion-xl-base-1.0__street_vendor__202625140902000,202625140902000,ñanniqpi ranqhaq,ok,10,0,10,robustness|stabilityai/stable-diffusion-xl-base-1.0|qu,0,1,kaggle,images/main/metadata_kaggle_<run_id>.parquet,images/main
